Province.State,Country.Region,DateCode,ReportTime,Confirmed,Deaths,Recovered,Existing
"",Albania,X2.20.20,2020-02-20T06:00:00Z,0,0,0,0
"",Albania,X2.21.20,2020-02-21T06:00:00Z,0,0,0,0
"",Albania,X2.22.20,2020-02-22T06:00:00Z,0,0,0,0
"",Albania,X2.23.20,2020-02-23T06:00:00Z,0,0,0,0
"",Albania,X2.24.20,2020-02-24T06:00:00Z,0,0,0,0
"",Albania,X2.25.20,2020-02-25T06:00:00Z,0,0,0,0
"",Albania,X2.26.20,2020-02-26T06:00:00Z,0,0,0,0
"",Albania,X2.27.20,2020-02-27T06:00:00Z,0,0,0,0
"",Albania,X2.28.20,2020-02-28T06:00:00Z,0,0,0,0
"",Albania,X2.29.20,2020-02-29T06:00:00Z,0,0,0,0
"",Albania,X2.3.20,2020-02-03T06:00:00Z,0,0,0,0
"",Albania,X2.4.20,2020-02-04T06:00:00Z,0,0,0,0
"",Albania,X2.5.20,2020-02-05T06:00:00Z,0,0,0,0
"",Albania,X2.6.20,2020-02-06T06:00:00Z,0,0,0,0
"",Albania,X2.7.20,2020-02-07T06:00:00Z,0,0,0,0
"",Albania,X2.8.20,2020-02-08T06:00:00Z,0,0,0,0
"",Albania,X2.9.20,2020-02-09T06:00:00Z,0,0,0,0
"",Albania,X3.1.20,2020-03-01T06:00:00Z,0,0,0,0
"",Albania,X3.10.20,2020-03-10T05:00:00Z,10,0,0,10
"",Albania,X3.11.20,2020-03-11T05:00:00Z,12,1,0,11
"",Albania,X3.2.20,2020-03-02T06:00:00Z,0,0,0,0
"",Albania,X3.3.20,2020-03-03T06:00:00Z,0,0,0,0
"",Albania,X3.4.20,2020-03-04T06:00:00Z,0,0,0,0
"",Albania,X3.5.20,2020-03-05T06:00:00Z,0,0,0,0
"",Albania,X3.6.20,2020-03-06T06:00:00Z,0,0,0,0
"",Albania,X3.7.20,2020-03-07T06:00:00Z,0,0,0,0
"",Albania,X3.8.20,2020-03-08T06:00:00Z,0,0,0,0
"",Albania,X3.9.20,2020-03-09T05:00:00Z,2,0,0,2
"",Algeria,X1.22.20,2020-01-22T06:00:00Z,0,0,0,0
"",Algeria,X1.23.20,2020-01-23T06:00:00Z,0,0,0,0
"",Algeria,X1.24.20,2020-01-24T06:00:00Z,0,0,0,0
"",Algeria,X1.25.20,2020-01-25T06:00:00Z,0,0,0,0
"",Algeria,X1.26.20,2020-01-26T06:00:00Z,0,0,0,0
"",Algeria,X1.27.20,2020-01-27T06:00:00Z,0,0,0,0
"",Algeria,X1.28.20,2020-01-28T06:00:00Z,0,0,0,0
"",Algeria,X1.29.20,2020-01-29T06:00:00Z,0,0,0,0
"",Algeria,X1.30.20,2020-01-30T06:00:00Z,0,0,0,0
"",Algeria,X1.31.20,2020-01-31T06:00:00Z,0,0,0,0
"",Algeria,X2.1.20,2020-02-01T06:00:00Z,0,0,0,0
"",Algeria,X2.10.20,2020-02-10T06:00:00Z,0,0,0,0
"",Algeria,X2.11.20,2020-02-11T06:00:00Z,0,0,0,0
"",Algeria,X2.12.20,2020-02-12T06:00:00Z,0,0,0,0
"",Algeria,X2.13.20,2020-02-13T06:00:00Z,0,0,0,0
"",Algeria,X2.14.20,2020-02-14T06:00:00Z,0,0,0,0
"",Algeria,X2.15.20,2020-02-15T06:00:00Z,0,0,0,0
"",Algeria,X2.16.20,2020-02-16T06:00:00Z,0,0,0,0
"",Algeria,X2.17.20,2020-02-17T06:00:00Z,0,0,0,0
"",Algeria,X2.18.20,2020-02-18T06:00:00Z,0,0,0,0
"",Algeria,X2.19.20,2020-02-19T06:00:00Z,0,0,0,0
"",Algeria,X2.2.20,2020-02-02T06:00:00Z,0,0,0,0
"",Algeria,X2.20.20,2020-02-20T06:00:00Z,0,0,0,0
"",Algeria,X2.21.20,2020-02-21T06:00:00Z,0,0,0,0
"",Algeria,X2.22.20,2020-02-22T06:00:00Z,0,0,0,0
"",Algeria,X2.23.20,2020-02-23T06:00:00Z,0,0,0,0
"",Algeria,X2.24.20,2020-02-24T06:00:00Z,0,0,0,0
"",Algeria,X2.25.20,2020-02-25T06:00:00Z,1,0,0,1
"",Algeria,X2.26.20,2020-02-26T06:00:00Z,1,0,0,1
"",Algeria,X2.27.20,2020-02-27T06:00:00Z,1,0,0,1
"",Algeria,X2.28.20,2020-02-28T06:00:00Z,1,0,0,1
"",Algeria,X2.29.20,2020-02-29T06:00:00Z,1,0,0,1
"",Algeria,X2.3.20,2020-02-03T06:00:00Z,0,0,0,0
"",Algeria,X2.4.20,2020-02-04T06:00:00Z,0,0,0,0
"",Algeria,X2.5.20,2020-02-05T06:00:00Z,0,0,0,0
"",Algeria,X2.6.20,2020-02-06T06:00:00Z,0,0,0,0
"",Algeria,X2.7.20,2020-02-07T06:00:00Z,0,0,0,0
"",Algeria,X2.8.20,2020-02-08T06:00:00Z,0,0,0,0
"",Algeria,X2.9.20,2020-02-09T06:00:00Z,0,0,0,0
"",Algeria,X3.1.20,2020-03-01T06:00:00Z,1,0,0,1
"",Algeria,X3.10.20,2020-03-10T05:00:00Z,20,0,0,20
"",Algeria,X3.11.20,2020-03-11T05:00:00Z,20,0,0,20
"",Algeria,X3.2.20,2020-03-02T06:00:00Z,3,0,0,3
"",Algeria,X3.3.20,2020-03-03T06:00:00Z,5,0,0,5
"",Algeria,X3.4.20,2020-03-04T06:00:00Z,12,0,0,12
"",Algeria,X3.5.20,2020-03-05T06:00:00Z,12,0,0,12
"",Algeria,X3.6.20,2020-03-06T06:00:00Z,17,0,0,17
"",Algeria,X3.7.20,2020-03-07T06:00:00Z,17,0,0,17
"",Algeria,X3.8.20,2020-03-08T06:00:00Z,19,0,0,19
"",Algeria,X3.9.20,2020-03-09T05:00:00Z,20,0,0,20
"",Andorra,X1.22.20,2020-01-22T06:00:00Z,0,0,0,0
"",Andorra,X1.23.20,2020-01-23T06:00:00Z,0,0,0,0
"",Andorra,X1.24.20,2020-01-24T06:00:00Z,0,0,0,0
"",Andorra,X1.25.20,2020-01-25T06:00:00Z,0,0,0,0
"",Andorra,X1.26.20,2020-01-26T06:00:00Z,0,0,0,0
"",Andorra,X1.27.20,2020-01-27T06:00:00Z,0,0,0,0
"",Andorra,X1.28.20,2020-01-28T06:00:00Z,0,0,0,0
"",Andorra,X1.29.20,2020-01-29T06:00:00Z,0,0,0,0
"",Andorra,X1.30.20,2020-01-30T06:00:00Z,0,0,0,0
"",Andorra,X1.31.20,2020-01-31T06:00:00Z,0,0,0,0
"",Andorra,X2.1.20,2020-02-01T06:00:00Z,0,0,0,0
"",Andorra,X2.10.20,2020-02-10T06:00:00Z,0,0,0,0
"",Andorra,X2.11.20,2020-02-11T06:00:00Z,0,0,0,0
"",Andorra,X2.12.20,2020-02-12T06:00:00Z,0,0,0,0
"",Andorra,X2.13.20,2020-02-13T06:00:00Z,0,0,0,0
"",Andorra,X2.14.20,2020-02-14T06:00:00Z,0,0,0,0
"",Andorra,X2.15.20,2020-02-15T06:00:00Z,0,0,0,0
"",Andorra,X2.16.20,2020-02-16T06:00:00Z,0,0,0,0
"",Andorra,X2.17.20,2020-02-17T06:00:00Z,0,0,0,0
"",Andorra,X2.18.20,2020-02-18T06:00:00Z,0,0,0,0
"",Andorra,X2.19.20,2020-02-19T06:00:00Z,0,0,0,0
"",Andorra,X2.2.20,2020-02-02T06:00:00Z,0,0,0,0
"",Andorra,X2.20.20,2020-02-20T06:00:00Z,0,0,0,0
"",Andorra,X2.21.20,2020-02-21T06:00:00Z,0,0,0,0
"",Andorra,X2.22.20,2020-02-22T06:00:00Z,0,0,0,0
"",Andorra,X2.23.20,2020-02-23T06:00:00Z,0,0,0,0
"",Andorra,X2.24.20,2020-02-24T06:00:00Z,0,0,0,0
"",Andorra,X2.25.20,2020-02-25T06:00:00Z,0,0,0,0
"",Andorra,X2.26.20,2020-02-26T06:00:00Z,0,0,0,0
"",Andorra,X2.27.20,2020-02-27T06:00:00Z,0,0,0,0
"",Andorra,X2.28.20,2020-02-28T06:00:00Z,0,0,0,0
"",Andorra,X2.29.20,2020-02-29T06:00:00Z,0,0,0,0
"",Andorra,X2.3.20,2020-02-03T06:00:00Z,0,0,0,0
"",Andorra,X2.4.20,2020-02-04T06:00:00Z,0,0,0,0
"",Andorra,X2.5.20,2020-02-05T06:00:00Z,0,0,0,0
"",Andorra,X2.6.20,2020-02-06T06:00:00Z,0,0,0,0
"",Andorra,X2.7.20,2020-02-07T06:00:00Z,0,0,0,0
"",Andorra,X2.8.20,2020-02-08T06:00:00Z,0,0,0,0
"",Andorra,X2.9.20,2020-02-09T06:00:00Z,0,0,0,0
"",Andorra,X3.1.20,2020-03-01T06:00:00Z,0,0,0,0
"",Andorra,X3.10.20,2020-03-10T05:00:00Z,1,0,0,1
"",Andorra,X3.11.20,2020-03-11T05:00:00Z,1,0,0,1
"",Andorra,X3.2.20,2020-03-02T06:00:00Z,1,0,0,1
"",Andorra,X3.3.20,2020-03-03T06:00:00Z,1,0,0,1
"",Andorra,X3.4.20,2020-03-04T06:00:00Z,1,0,0,1
"",Andorra,X3.5.20,2020-03-05T06:00:00Z,1,0,0,1
"",Andorra,X3.6.20,2020-03-06T06:00:00Z,1,0,0,1
"",Andorra,X3.7.20,2020-03-07T06:00:00Z,1,0,0,1
"",Andorra,X3.8.20,2020-03-08T06:00:00Z,1,0,0,1
"",Andorra,X3.9.20,2020-03-09T05:00:00Z,1,0,0,1
"",Argentina,X1.22.20,2020-01-22T06:00:00Z,0,0,0,0
"",Argentina,X1.23.20,2020-01-23T06:00:00Z,0,0,0,0
"",Argentina,X1.24.20,2020-01-24T06:00:00Z,0,0,0,0
"",Argentina,X1.25.20,2020-01-25T06:00:00Z,0,0,0,0
"",Argentina,X1.26.20,2020-01-26T06:00:00Z,0,0,0,0
"",Argentina,X1.27.20,2020-01-27T06:00:00Z,0,0,0,0
"",Argentina,X1.28.20,2020-01-28T06:00:00Z,0,0,0,0
"",Argentina,X1.29.20,2020-01-29T06:00:00Z,0,0,0,0
"",Argentina,X1.30.20,2020-01-30T06:00:00Z,0,0,0,0
"",Argentina,X1.31.20,2020-01-31T06:00:00Z,0,0,0,0
"",Argentina,X2.1.20,2020-02-01T06:00:00Z,0,0,0,0
"",Argentina,X2.10.20,2020-02-10T06:00:00Z,0,0,0,0
"",Argentina,X2.11.20,2020-02-11T06:00:00Z,0,0,0,0
"",Argentina,X2.12.20,2020-02-12T06:00:00Z,0,0,0,0
"",Argentina,X2.13.20,2020-02-13T06:00:00Z,0,0,0,0
"",Argentina,X2.14.20,2020-02-14T06:00:00Z,0,0,0,0
"",Argentina,X2.15.20,2020-02-15T06:00:00Z,0,0,0,0
"",Argentina,X2.16.20,2020-02-16T06:00:00Z,0,0,0,0
"",Argentina,X2.17.20,2020-02-17T06:00:00Z,0,0,0,0
"",Argentina,X2.18.20,2020-02-18T06:00:00Z,0,0,0,0
"",Argentina,X2.19.20,2020-02-19T06:00:00Z,0,0,0,0
"",Argentina,X2.2.20,2020-02-02T06:00:00Z,0,0,0,0
"",Argentina,X2.20.20,2020-02-20T06:00:00Z,0,0,0,0
"",Argentina,X2.21.20,2020-02-21T06:00:00Z,0,0,0,0
"",Argentina,X2.22.20,2020-02-22T06:00:00Z,0,0,0,0
"",Argentina,X2.23.20,2020-02-23T06:00:00Z,0,0,0,0
"",Argentina,X2.24.20,2020-02-24T06:00:00Z,0,0,0,0
"",Argentina,X2.25.20,2020-02-25T06:00:00Z,0,0,0,0
"",Argentina,X2.26.20,2020-02-26T06:00:00Z,0,0,0,0
"",Argentina,X2.27.20,2020-02-27T06:00:00Z,0,0,0,0
"",Argentina,X2.28.20,2020-02-28T06:00:00Z,0,0,0,0
"",Argentina,X2.29.20,2020-02-29T06:00:00Z,0,0,0,0
"",Argentina,X2.3.20,2020-02-03T06:00:00Z,0,0,0,0
"",Argentina,X2.4.20,2020-02-04T06:00:00Z,0,0,0,0
"",Argentina,X2.5.20,2020-02-05T06:00:00Z,0,0,0,0
"",Argentina,X2.6.20,2020-02-06T06:00:00Z,0,0,0,0
"",Argentina,X2.7.20,2020-02-07T06:00:00Z,0,0,0,0
"",Argentina,X2.8.20,2020-02-08T06:00:00Z,0,0,0,0
"",Argentina,X2.9.20,2020-02-09T06:00:00Z,0,0,0,0
"",Argentina,X3.1.20,2020-03-01T06:00:00Z,0,0,0,0
"",Argentina,X3.10.20,2020-03-10T05:00:00Z,17,1,0,16
"",Argentina,X3.11.20,2020-03-11T05:00:00Z,19,1,0,18
"",Argentina,X3.2.20,2020-03-02T06:00:00Z,0,0,0,0
"",Argentina,X3.3.20,2020-03-03T06:00:00Z,1,0,0,1
"",Argentina,X3.4.20,2020-03-04T06:00:00Z,1,0,0,1
"",Argentina,X3.5.20,2020-03-05T06:00:00Z,1,0,0,1
"",Argentina,X3.6.20,2020-03-06T06:00:00Z,2,0,0,2
"",Argentina,X3.7.20,2020-03-07T06:00:00Z,8,0,0,8
"",Argentina,X3.8.20,2020-03-08T06:00:00Z,12,1,0,11
"",Argentina,X3.9.20,2020-03-09T05:00:00Z,12,1,0,11
"",Armenia,X1.22.20,2020-01-22T06:00:00Z,0,0,0,0
"",Armenia,X1.23.20,2020-01-23T06:00:00Z,0,0,0,0
"",Armenia,X1.24.20,2020-01-24T06:00:00Z,0,0,0,0
"",Armenia,X1.25.20,2020-01-25T06:00:00Z,0,0,0,0
"",Armenia,X1.26.20,2020-01-26T06:00:00Z,0,0,0,0
"",Armenia,X1.27.20,2020-01-27T06:00:00Z,0,0,0,0
"",Armenia,X1.28.20,2020-01-28T06:00:00Z,0,0,0,0
"",Armenia,X1.29.20,2020-01-29T06:00:00Z,0,0,0,0
"",Armenia,X1.30.20,2020-01-30T06:00:00Z,0,0,0,0
"",Armenia,X1.31.20,2020-01-31T06:00:00Z,0,0,0,0
"",Armenia,X2.1.20,2020-02-01T06:00:00Z,0,0,0,0
"",Armenia,X2.10.20,2020-02-10T06:00:00Z,0,0,0,0
"",Armenia,X2.11.20,2020-02-11T06:00:00Z,0,0,0,0
"",Armenia,X2.12.20,2020-02-12T06:00:00Z,0,0,0,0
"",Armenia,X2.13.20,2020-02-13T06:00:00Z,0,0,0,0
"",Armenia,X2.14.20,2020-02-14T06:00:00Z,0,0,0,0
"",Armenia,X2.15.20,2020-02-15T06:00:00Z,0,0,0,0
"",Armenia,X2.16.20,2020-02-16T06:00:00Z,0,0,0,0
"",Armenia,X2.17.20,2020-02-17T06:00:00Z,0,0,0,0
"",Armenia,X2.18.20,2020-02-18T06:00:00Z,0,0,0,0
"",Armenia,X2.19.20,2020-02-19T06:00:00Z,0,0,0,0
"",Armenia,X2.2.20,2020-02-02T06:00:00Z,0,0,0,0
"",Armenia,X2.20.20,2020-02-20T06:00:00Z,0,0,0,0
"",Armenia,X2.21.20,2020-02-21T06:00:00Z,0,0,0,0
"",Armenia,X2.22.20,2020-02-22T06:00:00Z,0,0,0,0
"",Armenia,X2.23.20,2020-02-23T06:00:00Z,0,0,0,0
"",Armenia,X2.24.20,2020-02-24T06:00:00Z,0,0,0,0
"",Armenia,X2.25.20,2020-02-25T06:00:00Z,0,0,0,0
